name,n_hashes
SRR17818320,3412483
ERR2597448,2411043
SRR25392973,3367658
ERR12857275,6684169
SRR11802613,4942857
SRR8512239,1221309
SRR1746746,1391264
SRR8553851,7340625
ERR8263077,1298784
SRR10868567,1685197
SRR2962470,1650537
ERR2597433,3047247
SRR11414071,4004485
SRR20942022,6979891
SRR23674773,2495113
ERR5535038,3025078
ERR3310253,1024607
SRR5298537,2010751
SRR32477986,4033085
SRR1925285,1538913
ERR10087052,4735061
SRR25047024,1038106
SRR8100017,7923320
ERR5010651,4976792
ERR15157018,4768302
SRR34753048,5396803
ERR2000763,1324112
SRR26424699,8010670
SRR17827664,3236583
SRR15532675,43160174
SRR11004887,1520475
SRR14194050,1640620
ERR3563045,1512104
SRR24682781,6564354
SRR6075154,1011017
ERR4367745,1682688
SRR23502318,1739578
ERR14790936,5804058
ERR9822683,1756851
SRR23797524,7216672
SRR28408313,1795028
SRR13257567,1431888
SRR8960672,1297856
ERR9248364,1954413
ERR4352607,4253310
SRR6670122,2147549
SRR25908819,5634391
SRR20825006,1375186
SRR27114664,1609667
SRR23203975,1012731
ERR14893936,1570470
ERR12450649,1031142
SRR16602904,1477914
SRR30325071,5873254
SRR19238510,2432247
SRR27313288,1011039
SRR33148738,6237524
SRR25542951,1941763
SRR28041383,2843306
ERR12331101,1294198
ERR3130424,1075249
SRR24831976,1634232
ERR14822420,11096863
ERR15092800,1223264
SRR15171564,4656999
ERR9929422,1735636
SRR9108865,5030502
ERR4245124,3026127
SRR31252420,13991663
SRR3100147,1629871
ERR15113887,2741071
ERR2586125,8147633
SRR30694074,2066151
SRR33443011,3739701
ERR1787550,1364190
ERR14887254,3225313
ERR3199573,1456466
ERR445323,2557538
SRR28012196,2310976
SRR29375223,1752775
SRR28060875,3456052
SRR12285219,1784108
ERR14789967,5649748
SRR27973877,1833576
SRR23823810,1926746
ERR3572866,1705155
SRR17776538,2107186
SRR30172495,1106097
SRR12664565,4622952
ERR2597466,1823985
ERR2729799,1963594
SRR22508355,2493387
SRR28023061,2783140
SRR30325070,6129147
SRR21069162,3477576
SRR26115360,3362474
SRR15171916,4767642
SRR24263454,5614968
SRR24976243,1101634
SRR28204453,2602597
ERR4096797,1635096
SRR25047263,1204755
ERR10503212,5082623
SRR30868134,1470512
SRR15058884,7047666
ERR14042347,1296419
DRR001455,2243365
SRR14574965,4699777
SRR12299015,1081461
SRR23730281,2483551
SRR5007354,2046584
SRR13444049,1390977
SRR25411493,3031189
DRR507849,2366761
SRR26050540,1310760
SRR8259086,1668316
SRR32262206,1725995
SRR22017140,1645012
SRR10083320,8224390
ERR10155855,4526333
SRR28002896,2013698
ERR7472839,1434414
ERR2286964,3120274
SRR24053296,3144650
ERR8050692,1005591
ERR8262049,1774197
SRR11835847,1804874
SRR20015795,1693632
SRR28060156,3528328
ERR11835992,1796701
ERR3404564,1313281
SRR29660183,29666908
SRR9178231,6640154
SRR23886479,1558063
ERR14721731,2269099
ERR14659917,1988637
ERR4836965,2134010
SRR14253257,1559407
SRR29820789,2016157
SRR12532578,2236848
SRR19769804,6416243
ERR5523195,2040249
ERR2683136,3676948
ERR14128251,2815582
SRR11069756,1161818
SRR28011644,2432644
SRR10919453,1164730
ERR7425636,3005404
SRR22024915,1006524
SRR9061281,2848630
SRR28292201,3894415
SRR27945373,1913795
SRR1612013,1081443
SRR9178085,5023872
SRR13054094,2789981
SRR6476646,18484955
ERR2045123,2439644
ERR7564467,1530598
SRR28154472,2912125
SRR26835473,3747867
SRR22013509,2524872
SRR30765289,2419040
SRR27132221,1300730
SRR28059593,1791190
SRR9850949,1295034
SRR6670123,2299509
SRR18313642,3251185
SRR19746209,3574199
SRR24295305,1385872
SRR29183897,1801216
SRR29175776,3882751
SRR15171552,3690288
SRR26192699,1969179
SRR19086438,3087397
ERR4836963,2034507
SRR18490972,1803803
ERR8475747,1030613
SRR27067939,2889276
ERR7564280,1460121
SRR9965269,1502070
SRR16510779,1127287
SRR16945719,3851439
SRR10692657,1705104
SRR19330068,3950481
SRR18749968,3768008
ERR13302876,1331282
ERR10036121,1441897
SRR15171813,5796454
SRR6713631,1795948
SRR25744161,1051066
SRR26273086,1344076
SRR14039725,1235362
SRR21662955,2421000
SRR16329047,12714017
SRR4435567,1646335
ERR14887201,5443735
SRR28468929,6222131
SRR12302658,2363649
SRR11674005,7391397
SRR5227714,1481848
SRR18091547,1005420
SRR24295304,2237348
SRR12711466,1094031
SRR13557703,1003882
SRR14986175,4309397
SRR14598618,2052350
SRR28041900,2423881
SRR17029982,2655671
SRR25936168,1152903
SRR25571850,1130589
SRR14860633,1131360
SRR12266072,3499986
SRR14569927,2189318
SRR23969158,3391147
SRR27165428,1121818
SRR21554524,1319842
ERR2834316,4452057
SRR28041804,1355732
SRR15023608,2191681
SRR28060985,1471011
SRR5918974,3574296
SRR22022302,1029103
SRR21966300,1992846
ERR3573519,1353058
SRR13292358,1445148
SRR9276268,1191003
SRR26864390,1752703
ERR14721411,3409194
ERR8202907,2428405
SRR21969586,1286479
ERR2078413,1141472
SRR23162814,1076528
SRR32972783,1136926
SRR13608726,17616112
SRR25448229,1045157
SRR31301670,4155408
ERR13998643,1252603
SRR9163992,1053807
SRR30645870,5269482
SRR24955792,2538240
SRR22586184,2854702
ERR2204838,1307930
SRR25046941,1333292
ERR1939367,1275591
SRR16020940,1039993
SRR16961899,2483313
SRR30733523,4626332
SRR32406549,1233410
SRR13076525,1655523
SRR32022379,2534584
SRR15172238,3230613
SRR15311597,4403772
SRR1955876,1084173
ERR12344485,1258864
SRR17656793,8318169
ERR868425,12702618
SRR18164401,5969666
SRR22049909,1882138
SRR14556486,2377654
SRR15960032,2610365
SRR24739317,2193224
SRR29232652,4523332
SRR24963253,2926860
SRR21720939,2452558
SRR21969427,1099626
SRR5580118,1461583
ERR4682397,2527765
SRR32508460,1300457
ERR12874282,1119896
SRR7071957,4873456
SRR12008130,1173415
ERR12328088,1105954
ERR6748771,1119711
SRR3989337,14076533
SRR24860695,1124534
ERR3408971,3246225
ERR10754312,1499977
SRR30127141,12433188
ERR10034884,15517804
SRR8360545,1638207
ERR3586977,1781467
SRR6262718,3252689
SRR25373258,1114648
SRR22243203,1090525
SRR20750780,3020716
ERR599019,1751048
ERR14155622,2455740
SRR15677228,7526785
SRR27027642,1403341
SRR28060276,2121409
SRR5579847,10820641
SRR11829109,4009581
SRR14598522,2110905
SRR7687207,1062694
SRR28022970,1959007
SRR17459207,4178395
SRR27942978,2422984
ERR598953,2141903
SRR5919035,3507594
SRR17459227,6198972
ERR4993883,6114015
SRR9649882,1340278
SRR25018256,7275692
SRR9087304,18770188
SRR11562293,1911423
SRR28041424,1904247
SRR13324037,2287502
SRR14556327,2071107
SRR4435561,1853758
SRR26182241,3022519
SRR28002710,2367630
SRR33151611,3404073
SRR21695830,3032158
SRR33296321,1023519
SRR21858625,1166312
SRR31183278,1502596
SRR22387969,4154986
ERR10769119,2089902
SRR28042588,2326639
ERR6175446,2408909
ERR2532420,1592654
ERR12160701,1402078
ERR12418918,1545977
ERR11836141,1700683
SRR15172955,3646643
SRR15421277,1055324
ERR4330095,1078546
SRR19330338,12055009
ERR14057869,1168867
ERR14720476,1117757
SRR7186569,7166596
SRR23901852,1219660
SRR21537121,1520528
SRR27351536,1194409
SRR1561993,1585427
SRR14295906,2634917
DRR608983,2186728
SRR28061247,2528902
SRR19577260,3562098
SRR12366084,1242513
SRR14932511,4487712
SRR33986000,2842489
DRR582172,1670823
SRR30347324,3448892
SRR9850978,1259996
ERR13744091,1793260
SRR12325940,1008202
ERR3445576,1163515
SRR17229365,2880900
SRR28060271,3098531
SRR15046446,1267583
ERR8053763,1241521
SRR28002634,4687234
SRR21706714,1246241
SRR21486874,1012424
SRR28638946,11323850
SRR9663405,1201449
SRR22752014,3786063
SRR7521502,1873614
DRR439645,5830856
ERR3572869,2189857
ERR528749,1022963
ERR1879358,2089890
SRR25991873,17880396
SRR28061166,3145103
SRR22118008,3406771
ERR13865939,1661959
ERR11836117,1690318
SRR32334758,1649919
SRR29157772,2325493
SRR25542768,1653195
SRR21078792,2721594
SRR25571651,1235159
ERR4096568,2041899
ERR8484616,1863744
ERR14155604,2355813
ERR14799680,7674898
SRR23275216,1399884
SRR29646670,1925153
SRR24529668,1931238
ERR14893822,1835119
ERR3580067,3075200
SRR13089945,2052637
SRR28522362,6946777
SRR27033635,1364040
ERR15003726,1120725
SRR29934333,1340334
SRR10363846,9669355
SRR15604595,1692127
ERR7738572,1734892
DRR226615,1781443
SRR28401776,21585033
SRR28085307,6991797
ERR1730267,1240023
SRR33230272,1420401
ERR3484139,1594022
ERR13858665,1364444
SRR16020825,6914499
SRR24677589,8611925
SRR17078252,1364848
SRR14932664,3711493
SRR23799115,2679927
SRR20140032,1228349
SRR28041701,4143950
SRR30181034,2025644
SRR24955737,2722758
ERR12731017,1597880
SRR9661218,1592713
SRR26596601,1546365
SRR15172591,2443122
SRR9691051,11408845
ERR13865903,1524987
SRR6204323,1958332
SRR30767128,1671509
SRR17408288,2322390
SRR27538720,1419318
SRR6337693,1623647
SRR31203249,5497296
SRR23596768,4749440
SRR10998593,9736817
SRR14999218,6691569
SRR9948808,15390676
SRR8718270,1384059
SRR22752012,3287845
ERR3393554,4226696
SRR21393944,1499596
ERR3668972,2015469
SRR17464437,2468266
SRR26556835,1076192
SRR12354358,2780652
SRR28705453,1788617
SRR25895620,1593180
SRR25439000,1119866
ERR14155553,2289559
SRR14369237,1929769
SRR17459216,7507921
SRR8291361,1969810
ERR14896140,1431774
SRR28680785,1707891
ERR4245125,3022868
SRR5878846,1519289
SRR17982263,1513813
SRR14784319,4564598
ERR3201402,4484750
ERR10856958,2259955
ERR14120601,1421504
SRR15719349,1046716
SRR27165388,1170650
SRR23925021,7685707
SRR29646708,2011645
SRR33469786,8425889
SRR33230174,9884416
SRR15725429,2534254
SRR28369932,5168170
SRR15526736,2231509
ERR6160203,1317600
SRR26802908,1587088
ERR6465676,2176508
SRR14354431,1892540
SRR8675079,1838969
SRR5915738,4801439
SRR28793771,2121246
SRR28041856,2107900
SRR22341187,2496165
ERR7625336,3980962
SRR17665579,1080156
SRR21863489,2304625
ERR4647713,1198459
SRR26701713,2945565
SRR866665,1249782
SRR5754261,1040552
SRR30940016,1001159
SRR017660,1144433
ERR15381835,5585301
SRR23203998,1061937
SRR29708111,1322017
SRR3989311,2536031
SRR28292207,3835803
ERR7927769,3033279
SRR6426154,1976576
SRR8816808,1683374
ERR4298928,2187500
SRR18095271,1488206
ERR9929413,2314947
SRR13434659,1200177
ERR10121410,1976781
SRR4029435,1979685
ERR14887221,6102132
SRR14027274,8189763
SRR28468953,4999933
SRR16767852,2210250
ERR5762329,5539640
SRR16767755,3155631
ERR879389,1150982
SRR2177968,3071896
SRR11061008,1625497
SRR22207373,3981036
SRR25046533,3160841
SRR20718750,1365282
ERR4096317,3619375
SRR15171609,3508298
SRR26556809,1477340
SRR14458720,2883798
SRR15173014,2410127
SRR28023208,3204493
ERR10641124,2230632
ERR3415784,2910266
SRR28832841,1237039
ERR11040769,2658379
SRR6506258,1234875
SRR21120495,1588407
SRR33973253,1195290
SRR27943157,2155004
SRR28364937,2098685
SRR3901705,1615798
ERR9465719,2008485
ERR2592253,2526588
SRR13557490,1050828
SRR25662939,2698073
SRR14556288,1688208
SRR14932531,3811355
SRR16915462,21972427
ERR3562955,2598638
SRR25158523,12210938
SRR13090259,2601229
SRR25491728,6672801
SRR8487012,4451481
SRR33230254,4665179
SRR28022502,3407652
SRR10313850,1586485
SRR28378403,1381980
SRR28061693,2542990
SRR5864982,1096780
SRR28976362,4948659
ERR13878375,5324607
SRR28408333,1656954
SRR3989496,2080884
SRR16767764,1405328
ERR3211939,1569896
SRR6004381,1233229
SRR30563901,1162349
ERR9924632,4641517
ERR14949495,10364201
SRR11449180,4228136
SRR23998818,13555959
SRR14373496,7079939
SRR14354436,2293360
ERR11474255,1006999
SRR15970569,2196831
SRR5918506,2553292
SRR8361712,3308045
SRR28346257,3378525
ERR13148909,1161293
SRR24976263,2443058
DRR517365,13502010
SRR19400206,6915183
SRR17684646,1892650
SRR26726382,1339639
SRR33185834,12137384
SRR12529125,3543224
SRR12529046,6246799
SRR25051050,1127599
SRR26191769,1165887
SRR5419830,1917229
ERR4158170,1300425
SRR2155545,1695277
ERR6465453,1128923
ERR5748206,2226005
ERR10825588,1554425
SRR27943705,1982364
SRR30863579,2046135
SRR7053305,1078895
SRR15439247,6426850
ERR4371548,1028952
SRR26386622,4199060
SRR13378601,1481682
SRR5190231,1491804
ERR15093808,1662128
SRR12462972,1776938
DRR495436,10220775
ERR1726640,3087223
SRR13480685,1210057
SRR26888855,2029738
SRR27975543,1503737
SRR19497826,2048568
SRR30908893,3697342
SRR8925784,4777623
SRR23969156,2034359
SRR25411527,2427842
SRR28415690,1533442
SRR15167362,2626178
SRR20000795,4367172
SRR12582501,1555387
SRR29884468,12406417
ERR12076153,4334001
SRR28378871,5306307
SRR4458022,1521390
SRR31011529,3181794
SRR14569929,2761043
SRR25803905,1245779
ERR12146455,1899235
SRR24302414,8620745
SRR32535476,7361797
SRR14556504,1810561
SRR31229479,5204174
ERR2027915,4952696
ERR205984,1592297
SRR27943026,2104172
SRR23315093,4842319
SRR18156202,4185946
SRR7615607,11809839
ERR8050500,1198730
ERR3310255,1293529
SRR22402311,1251048
ERR14980146,1215714
SRR9290566,1342497
ERR14660063,1619884
SRR6824183,1446477
SRR22462119,4698456
ERR5418034,1264278
SRR13236513,8299783
ERR1193293,5682406
SRR28144541,5619952
SRR27026605,9186653
ERR9963762,5592985
SRR21397834,4031977
SRR18762069,1304264
SRR2821690,1498002
SRR23005527,1114863
SRR8675043,2052936
SRR16329041,15039244
SRR14684322,2247871
SRR28401858,16545615
ERR9287632,17265617
ERR2697185,3374394
ERR3220205,6863266
ERR11569920,1064258
SRR22077877,4407433
SRR28003443,2362989
SRR5264411,2590749
SRR15444016,1221955
SRR10948645,4525187
ERR1762317,3523194
SRR21662954,2319559
ERR7197528,1343811
ERR5261194,1508879
SRR5496810,1043552
SRR7516846,1169369
SRR14354169,1211898
SRR3954445,22408523
SRR14866274,1039959
SRR26459361,9699456
SRR13768059,4529743
ERR12874598,1135415
ERR2451941,1039274
ERR8242193,1089205
SRR22671755,1164264
ERR1135239,1510456
SRR24972709,2846312
ERR4501191,2007523
SRR14311038,1097136
SRR28062072,2027205
SRR5123282,2938910
ERR14057786,1819710
SRR29564153,2122161
ERR14790930,2250441
ERR14057673,1254215
ERR3478708,1357687
SRR29424501,3813791
SRR31068206,1872259
SRR25895571,1494784
SRR21706747,1485467
SRR25516066,17309318
SRR10583984,1053721
SRR8898604,1004642
ERR1883911,1014837
DRR487206,2029155
SRR17562246,4665909
ERR3573060,1013353
SRR26844680,3251473
SRR21194511,1381541
SRR22022368,1384135
SRR5210215,3419677
SRR30565970,2745700
SRR24599333,1245722
SRR10996920,2385343
ERR14894251,1204926
ERR4869839,18188793
SRR25689212,13047918
SRR12529298,7237748
SRR15167358,6358904
SRR3944266,1143346
SRR29708131,1723726
SRR5419824,1981301
SRR23680228,5587401
SRR9729085,3017962
ERR13292896,1181070
SRR22000222,5281577
SRR16020823,7219676
SRR28267418,3394071
SRR3213008,1115079
SRR21726271,5766295
SRR32972775,1510148
SRR28002933,2657451
SRR17029990,2576106
SRR11570094,3714442
SRR31127865,2615590
SRR15172527,5020252
SRR23652491,4792518
ERR1346815,2875848
SRR28638961,10768168
ERR671922,8919170
ERR13737722,1460659
ERR3078910,3409194
SRR14828377,1022486
SRR13666586,2515728
SRR31166286,2467931
ERR6290775,3170951
SRR15046433,2152479
SRR13837113,14152583
SRR5598934,2301743
SRR12721348,3539182
SRR22030040,2627915
SRR6747743,2023044
ERR4682430,3371081
SRR30207033,2988431
ERR15076595,1350094
SRR22944124,11584510
SRR24675119,3481097
ERR2603176,1032977
SRR14784666,1773493
SRR22345192,7535437
ERR7448250,1331984
SRR4833080,2558636
ERR3572883,1760772
SRR31308149,1262360
SRR27907450,9802384
ERR3593669,3843420
SRR29340315,2996484
SRR9045845,11698237
SRR28001851,1818755
SRR18278863,1658707
SRR28970014,14171585
SRR2177954,3837092
ERR1712218,6945131
SRR5713927,3391641
ERR1719197,12821676
SRR14039989,2017194
SRR26958229,1450272
ERR13801194,2309660
SRR9166051,2373638
SRR25508697,6817129
ERR5863202,3928850
ERR7738563,2141331
ERR14155599,1226721
SRR6056557,22367182
ERR1274684,1095002
SRR13100619,4657064
ERR12540838,1353604
SRR26673822,1057392
SRR17786459,1329527
SRR7597718,2643034
SRR15023595,1953666
ERR14365024,1510999
SRR8996944,2228373
ERR13764581,1747781
SRR24825960,1391515
SRR27143251,1979030
SRR5788308,2105367
SRR6267142,11118740
SRR14556242,7419891
SRR16948995,2971419
SRR33344497,5538356
SRR23162971,2634919
SRR20217179,18123702
ERR14363723,1774901
SRR23950817,3457946
SRR8898599,1175693
SRR27258029,1335625
SRR31366770,4000219
SRR10585551,1811791
SRR14289413,3834579
SRR28250451,1291867
SRR27916146,1061830
SRR17464396,3342910
ERR3569125,4084857
ERR3418487,11216281
ERR4392704,6160925
SRR32877155,1334684
SRR28250477,2216941
SRR3575976,1054115
ERR13348386,1869316
SRR10571243,2773783
SRR27108414,2997017
SRR12395082,1055566
ERR11147824,3273478
ERR7625401,2057467
SRR19019145,9321225
SRR21979515,2447377
SRR5919163,2556183
SRR29646706,1426494
SRR11659446,3949826
SRR16329124,10205782
SRR25030101,2856384
ERR2564866,1749489
SRR12542655,2040841
SRR30676221,2039704
ERR13701429,1608675
ERR1884268,5472652
ERR14659960,3938426
SRR18439611,10234682
ERR13302733,1002624
DRR385397,5617275
ERR3345736,1736258
ERR13907036,2293160
SRR23797490,7533030
SRR17794263,1306849
SRR32942303,1382579
SRR14117193,1038301
SRR11318047,1463419
SRR14598821,1226432
ERR9991259,1146235
SRR9722664,1043728
SRR5214703,3182399
ERR1726963,13313203
SRR14723507,3631061
SRR32535471,7194454
SRR26541452,1606526
ERR1884149,1004200
SRR21822471,1007811
DRR380384,1241524
ERR10818818,1025802
ERR1224348,3160801
SRR28041572,2489542
ERR2597537,7969383
ERR2597394,2742970
ERR1246946,1550999
SRR27868094,1717772
SRR22236935,1510778
SRR31203357,1621019
SRR6447798,1251711
SRR31169009,2792517
ERR11565456,1048258
SRR21640212,3244566
SRR1926113,10288673
SRR30675536,4198456
SRR17658277,7039959
ERR4586377,1073623
SRR11050254,5135928
ERR2597385,2450248
ERR8562477,1228066
SRR28002614,2622773
SRR20046987,1159929
SRR25429162,2141983
SRR13209702,1174051
SRR12274750,2816731
SRR17225302,3211489
SRR10692424,1339351
SRR28060256,2386204
SRR25000035,1863456
ERR1800584,1022235
SRR23825917,1617602
SRR5256886,14670569
SRR28042910,2566155
SRR33367564,28728169
SRR14308735,2163574
SRR1654690,1130649
ERR2660554,2394147
SRR26805113,1154653
ERR4682842,3887685
SRR5395378,2641054
SRR10954970,5406687
SRR8494393,1245001
ERR3641479,2871998
ERR11733588,6552421
SRR8797226,1306542
SRR23275210,1188785
SRR28408315,2110850
SRR20627625,1047781
SRR8925795,4987581
ERR11457278,1331604
SRR12649126,3792269
ERR14155578,2782037
ERR1018940,2491459
SRR15237805,2387322
ERR9822668,2239825
SRR24204766,2138136
SRR28364981,1474413
SRR16767775,2604984
SRR15043898,2320952
SRR6854580,4796714
SRR11223905,1115039
SRR21398045,7190515
ERR15342869,2614240
SRR18491333,3259817
SRR28061211,1819253
ERR4682373,3595258
SRR16915810,5167466
SRR5919067,3254313
SRR28125665,1122276
SRR28061625,1972246
SRR14108844,1357203
ERR9924701,3205641
SRR26458482,2217037
SRR30324961,2967375
SRR14710929,5418215
ERR2241908,2334655
DRR438471,2565379
SRR3990174,19208217
SRR32678450,3052807
SRR25435953,1339013
SRR18694382,2484731
ERR7015330,2594755
SRR26400778,7728881
SRR24784839,1121344
ERR3262576,2051246
SRR18275621,1924661
SRR26958215,3104479
SRR17096153,2479175
ERR13950608,1979269
ERR11585864,1048261
SRR20019787,2503643
SRR13708580,1140064
SRR18729765,2328643
SRR3985188,6261962
SRR26115371,3501584
SRR34957976,5271418
ERR6465877,1052457
SRR17165141,2438344
SRR28002541,2578260
SRR8437740,1178532
ERR957346,1599120
SRR20760727,1024240
SRR11829857,1975458
SRR25571707,1555840
SRR24035582,4972495
ERR3345676,3113985
ERR12641499,1154180
SRR9620809,1236130
SRR28555607,2864928
SRR17241613,2362377
SRR10418468,5263057
SRR17233806,3025160
SRR15526467,2590798
SRR7589578,1342244
ERR2241934,4466712
SRR13224057,2750574
SRR11942595,2949166
SRR15604608,1315799
SRR13348637,1009664
SRR5419836,1179306
SRR26984568,3281732
SRR28250771,1490705
SRR12550811,7959082
SRR28454904,1095828
SRR24976244,1118579
SRR27973733,3272681
SRR26389811,2066976
SRR22022379,3408861
SRR29157656,2503270
SRR27943032,2423601
SRR29134429,1467112
SRR19097879,2515248
SRR27128192,5037377
SRR23591993,1971133
SRR13287460,2699247
SRR21898914,4931714
SRR28062098,6234867
SRR19981424,6577574
SRR9684980,1537930
SRR23946947,1867125
SRR24956081,2424654
SRR21640165,2355008
SRR12711397,1757194
ERR4174731,1062016
SRR13181648,1709558
SRR7013000,6410963
ERR10032579,1020391
SRR28023869,4024113
SRR28024063,3227894
ERR13341318,4406627
SRR17089436,4191843
SRR9691057,8125177
SRR32381322,4766628
SRR17165210,4165626
SRR5829222,2454268
SRR12479701,1807068
SRR13009788,1258189
ERR2167728,1285946
SRR32990880,1418992
SRR2814184,1451212
SRR32279179,1301932
SRR14679160,2325017
SRR18684940,10642469
ERR10503149,11292945
ERR2206786,1084656
ERR10101459,3279313
SRR33317152,2568083
SRR23982831,1704086
ERR566383,1469060
SRR27448549,2781820
SRR25571422,1297826
ERR9606599,1745492
SRR27943611,1695778
SRR30645926,1194067
SRR16100403,3759965
SRR21076689,2334623
SRR5829618,1450715
SRR10849366,1549387
SRR32406120,1363356
SRR26190152,2027487
ERR6349684,1116299
SRR7589576,1093615
SRR29183755,2368550
SRR15046434,2167176
SRR32277353,3844990
SRR28417500,1132879
SRR3924759,3076716
ERR3572867,1688120
ERR7672963,2285076
SRR12529040,6246268
SRR5504449,3487750
SRR17409987,1073265
SRR12479900,1453550
SRR21663044,1151556
ERR10032568,2231766
SRR13844760,1051126
SRR28154330,2102208
ERR445297,2696802
SRR22971174,4962694
ERR4192528,1866966
SRR12687793,1587050
SRR7595315,2118524
SRR21706766,1313771
ERR2532387,1740384
SRR26671186,1683193
SRR3723929,4714519
SRR14307623,4260994
SRR3944440,1291881
SRR2090170,1708553
SRR27419700,3748069
SRR12439280,4503948
SRR29637069,4247602
SRR27943034,2685974
SRR14560425,2866677
SRR6956671,6482479
ERR14656715,1260783
DRR160703,3256563
SRR28455276,1223063
SRR14710886,4875263
ERR2125778,1674916
SRR12608597,7580974
ERR2709732,1481745
SRR27913877,1425203
ERR11270471,2572011
ERR2709747,1463222
SRR8236060,1665983
SRR2591713,1997137
SRR27973528,3577866
ERR3593475,1047127
SRR7448274,1514508
SRR5437660,11072543
SRR32280836,3280418
ERR9714992,1203063
ERR11836099,1636150
SRR7590768,1952025
SRR13348740,1104473
ERR8262047,1134039
SRR7615664,12062865
SRR26949928,2694294
SRR5215210,13325282
SRR13872442,2301787
SRR15171690,2083453
SRR28810141,1937077
SRR25400503,3652091
SRR28062956,2980475
ERR14363587,1072574
SRR13588992,11325975
SRR20661041,3753135
ERR472738,1752827
SRR21669040,1214581
ERR1743958,2099051
SRR14740116,1405354
SRR21920054,2202016
ERR14979874,1153218
SRR33649973,11897459
ERR4181784,1744484
SRR22107358,5737436
SRR25435973,1444810
ERR10453663,4071524
SRR22388026,9185283
SRR32879632,1101296
ERR4408283,3831358
SRR23378604,5102426
SRR24955812,4054812
SRR32316238,4547825
SRR14191976,1281554
ERR14887187,5941986
SRR21563150,6209276
SRR5919267,3299423
SRR12285218,1819160
SRR18249437,1006736
ERR10704946,1472122
SRR30902856,2705600
SRR6008426,1032715
SRR8821142,4696770
ERR10036404,2797043
ERR3464776,1154522
ERR13801364,1526867
ERR13252363,3915955
SRR15046468,2132330
ERR4515096,1674703
SRR23092754,1286815
SRR31156254,1850596
SRR7158640,1585672
ERR3201403,5445176
SRR9596478,1031218
SRR27028766,4046093
SRR8126718,1402378
ERR7625338,4457754
SRR30940018,1013049
ERR4969053,2939756
SRR26046836,4744317
ERR11260139,2166207
SRR28011825,4392329
SRR5675721,2171476
ERR8058205,1080389
SRR20950814,1806300
ERR12145050,2621968
ERR2814995,1596969
SRR24882564,2918465
SRR7012429,7136015
SRR13760689,5057605
SRR30427512,1045522
ERR11593390,1185280
SRR28023232,2881224
SRR14092380,10875404
SRR3924054,1012345
SRR15171697,2714627
SRR33471202,1024930
SRR27027735,1300580
ERR2597370,1776643
SRR11088453,2002390
SRR25252651,5102936
SRR9178415,1206008
SRR11558281,4471839
ERR12540822,1673837
SRR25435825,1595795
SRR19631156,1426568
SRR12711511,2662553
SRR28023291,2675847
ERR15114002,1518569
SRR25547281,5335319
SRR14102350,1863727
SRR8506098,1135969
SRR25604914,4569767
SRR8266636,2297153
ERR10769180,2835369
SRR34789599,7694669
SRR7597505,2030683
ERR10032700,1423436
SRR16681822,1221742
SRR11048407,2971723
SRR16954895,2147060
SRR31296766,5662801
SRR060416,1145237
SRR28338166,1777114
ERR14888764,5802519
SRR15595335,1387838
SRR22388105,3228162
SRR27999964,1171079
SRR17827666,3635618
SRR13304093,2006802
ERR13701503,1829544
ERR1884148,4568149
ERR1877818,1177348
SRR21707671,1046056
SRR16630523,12362281
ERR4398741,1871653
ERR522071,2604880
ERR10087083,3356408
SRR12901011,2112299
ERR10820939,4095223
SRR15377938,16855819
SRR16471060,2305440
SRR21518447,1041006
SRR20950644,2002667
ERR7015380,2141300
SRR8987901,4562925
SRR23702508,1122853
SRR27453484,3833379
SRR21749046,3945035
SRR7253991,1294874
SRR31089932,4026391
SRR5503933,1677493
ERR10357068,2341864
SRR28468952,5560266
SRR28060239,2778538
SRR14556623,1602823
SRR26663177,11412473
ERR12387322,3054001
SRR13006839,1087680
ERR4352690,3296323
ERR13448308,1054537
SRR17035142,2967365
ERR13731198,1074910
SRR5918988,4120095
SRR15110392,1371339
ERR4372261,2408485
SRR9061326,1765217
SRR8071855,1334743
SRR26784071,12914179
SRR28042793,2525231
SRR30201818,2132530
SRR33469720,9711728
SRR30604515,1278633
SRR20753531,1731376
SRR12425359,1751070
SRR27943522,2630743
ERR9468324,5674045
ERR8084613,4115234
SRR30913389,2064823
ERR12641474,2024000
SRR29232648,3889833
SRR7252692,1264883
SRR8942894,1944310
SRR21396413,2772459
SRR28023179,1927681
SRR6069124,1444533
SRR15171633,2506044
ERR12540970,1129155
ERR12553360,1871676
SRR22941861,4994376
SRR28298043,10393991
ERR14057943,1064932
SRR24599383,1004967
ERR6466163,1819127
SRR17233015,1597013
SRR7618777,2626054
SRR13933264,2119869
SRR31089958,2275287
SRR13111141,7450659
SRR27900775,3079453
SRR34516664,6422526
SRR32847909,4187009
SRR7011954,6724460
SRR5930710,1520998
SRR15171999,3832626
SRR24867415,1082134
SRR5788192,3861505
SRR1797417,1100922
SRR19161697,5184451
SRR28431448,1515550
SRR28061153,1618686
SRR17070137,1457973
SRR20002355,1307851
SRR23502319,2021686
SRR27787383,1754964
SRR12046622,4568547
SRR7599051,2850121
SRR28154305,3300820
SRR24269684,7111675
SRR26259885,7215214
SRR15667104,1846581
SRR28326314,1356778
SRR34516650,6186618
ERR12331367,1107933
ERR13254326,4110759
SRR23376156,1083895
ERR3589586,4044514
SRR4027611,10691776
SRR28065402,1901552
SRR8816675,1664192
SRR28986701,8303128
